Month,Airline,Service_Country,Flights_In,Passengers_In,Seats_In,Flights_Out,Passengers_Out,Seats_Out,Year,Month_num
Dec-17,Etihad Airways,United Arab Emirates,185,56333,68366,185,63653,68366,2017,12
Dec-17,Eva Air,Taiwan,23,4199,5796,23,5100,5796,2017,12
Dec-17,Federal Express Corporation,China,0,0,0,27,0,0,2017,12
Dec-17,Federal Express Corporation,USA,27,0,0,0,0,0,2017,12
Dec-17,Fiji Airways,Fiji,156,24399,29093,156,26937,29202,2017,12
Dec-17,Garuda Indonesia,Indonesia,150,21890,35727,149,31203,35476,2017,12
Dec-17,Hainan Airlines,China,47,7831,12357,47,10236,12357,2017,12
Dec-17,Hawaiian Airlines,USA,44,9862,12188,44,10884,12188,2017,12
Dec-17,Hong Kong Airlines,Hong Kong (SAR),21,3710,6132,21,5379,6132,2017,12
Dec-17,Indonesia AirAsia,Indonesia,111,7565,19980,111,10826,19980,2017,12
Dec-17,Japan Airlines,Japan,62,8815,11560,62,11213,11560,2017,12
Dec-17,Jetstar,China,8,1548,2680,8,1699,2680,2017,12
Dec-17,Jetstar,Fiji,18,3008,3240,18,3024,3240,2017,12
Dec-17,Jetstar,Indonesia,252,36182,58589,230,44580,53544,2017,12
Dec-17,Jetstar,Japan,84,22414,28140,84,24991,28140,2017,12
Dec-17,Jetstar,New Zealand,267,40466,48204,266,42933,48024,2017,12
Dec-17,Jetstar,Singapore,46,8319,11070,46,10181,11070,2017,12
Dec-17,Jetstar,Thailand,44,13182,14740,44,14250,14740,2017,12
Dec-17,Jetstar,USA,44,13696,14740,44,13439,14740,2017,12
Dec-17,Jetstar,Vietnam,31,8640,10385,31,9833,10385,2017,12
Dec-17,Jetstar Asia,Singapore,56,7368,10080,55,9317,9900,2017,12
Dec-17,Jin Air,Korea,3,1002,1173,2,424,782,2017,12
Dec-17,Korean Air,Korea,61,16619,20596,61,18009,20596,2017,12
Dec-17,LATAM Airlines,Chile,44,11330,13200,45,11601,13500,2017,12
Dec-17,Malaysia Airlines,Malaysia,189,38036,46940,189,43578,47230,2017,12
Dec-17,Malindo Air,Malaysia,85,9493,13896,85,12749,13896,2017,12
Dec-17,Nauru Airlines,Nauru,22,805,2304,23,742,2432,2017,12
Dec-17,Pacific Air Express,Papua New Guinea,0,0,0,5,0,0,2017,12
Dec-17,Pacific Air Express,Solomon Islands,2,0,0,2,0,0,2017,12
Dec-17,Philippine Airlines,New Zealand,3,367,468,3,404,468,2017,12
Dec-17,Philippine Airlines,Philippines,67,10737,18076,66,15816,17767,2017,12
Dec-17,Polar Air Cargo,China,0,0,0,10,0,0,2017,12
Dec-17,Polar Air Cargo,Japan,13,0,0,5,0,0,2017,12
Dec-17,Polar Air Cargo,Taiwan,0,0,0,4,0,0,2017,12
Dec-17,Polar Air Cargo,USA,5,0,0,0,0,0,2017,12
Dec-17,Qantas Airways,Canada,9,2634,3214,10,3291,3606,2017,12
Dec-17,Qantas Airways,Chile,21,7214,7382,21,7099,7367,2017,12
Dec-17,Qantas Airways,China,59,11137,15908,60,13903,15830,2017,12
Dec-17,Qantas Airways,Hong Kong (SAR),123,31789,40512,123,33889,40522,2017,12
Dec-17,Qantas Airways,Indonesia,54,8398,11376,51,8870,9995,2017,12
Dec-17,Qantas Airways,Japan,101,24840,31555,102,28156,31921,2017,12
Dec-17,Qantas Airways,New Caledonia,19,3150,3306,19,2744,3306,2017,12
Dec-17,Qantas Airways,New Zealand,553,83228,100056,552,90025,100601,2017,12
Dec-17,Qantas Airways,Papua New Guinea,29,2835,4930,29,2095,4930,2017,12
Dec-17,Qantas Airways,Philippines,27,5168,7045,27,6593,7048,2017,12
Dec-17,Qantas Airways,Singapore,193,37499,46267,193,41594,46091,2017,12
Dec-17,Qantas Airways,South Africa,30,10216,10898,30,9596,10897,2017,12
Dec-17,Qantas Airways,Thailand,31,7341,9082,32,8346,9082,2017,12
Dec-17,Qantas Airways,UK,61,26121,29517,61,26102,29520,2017,12
Dec-17,Qantas Airways,United Arab Emirates,1,88,484,1,453,484,2017,12
Dec-17,Qantas Airways,USA,205,60098,71012,203,67251,75583,2017,12
Dec-17,Qatar Airways,Qatar,124,41771,51925,124,47251,51925,2017,12
Dec-17,Royal Brunei Airlines,Brunei,31,5723,7874,31,7003,7874,2017,12
Dec-17,Scoot Tigerair,Singapore,109,31934,39075,109,37637,39075,2017,12
Dec-17,Sichuan Airlines,China,22,4345,6307,22,4645,6307,2017,12
Dec-17,Silk Air,Singapore,48,4278,7776,48,7127,7776,2017,12
Dec-17,Singapore Airlines,New Zealand,26,3305,4788,26,4047,4788,2017,12
Dec-17,Singapore Airlines,Singapore,613,135640,171847,607,163846,171716,2017,12
Dec-17,Solomon Airlines,Solomon Islands,18,1710,2448,18,1637,2448,2017,12
Dec-17,South African Airways,South Africa,31,7361,8479,31,7470,8479,2017,12
Dec-17,SriLankan Airlines,Sri Lanka,31,7648,8773,31,8176,8773,2017,12
Dec-17,Tasman Cargo Airlines,New Zealand,22,0,0,22,0,0,2017,12
Dec-17,Thai Airways International,Thailand,173,42922,53519,173,49774,53519,2017,12
Dec-17,Tianjin Airlines,China,14,1758,3640,14,3100,3640,2017,12
Dec-17,United Airlines,USA,92,19277,23184,92,20787,23184,2017,12
Dec-17,United Parcel Service,China,0,0,0,9,0,0,2017,12
Dec-17,United Parcel Service,Korea,0,0,0,14,0,0,2017,12
Dec-17,United Parcel Service,Singapore,0,0,0,5,0,0,2017,12
Dec-17,United Parcel Service,USA,26,0,0,0,0,0,2017,12
Dec-17,Vietnam Airlines,Vietnam,75,15664,20624,75,17694,20624,2017,12
Dec-17,Virgin Australia,Fiji,93,12665,17124,93,14933,17124,2017,12
Dec-17,Virgin Australia,Hong Kong (SAR),31,5562,8525,31,7346,8525,2017,12
Dec-17,Virgin Australia,Indonesia,84,6595,14784,77,9642,13552,2017,12
Dec-17,Virgin Australia,New Zealand,420,53177,73752,422,58928,74104,2017,12
Dec-17,Virgin Australia,Papua New Guinea,24,1899,4224,24,1561,4224,2017,12
Dec-17,Virgin Australia,Solomon Islands,8,590,1408,8,747,1408,2017,12
Dec-17,Virgin Australia,Tonga,8,1043,1408,8,1115,1408,2017,12
Dec-17,Virgin Australia,USA,76,18178,25764,76,21936,25764,2017,12
Dec-17,Virgin Australia,Vanuatu,17,2191,2992,17,2774,2992,2017,12
Dec-17,Virgin Australia,Western Samoa,16,1852,2816,16,2238,2816,2017,12
Dec-17,Xiamen Airlines,China,48,7598,11311,48,9237,11311,2017,12
Jan-18,Air Caledonie International,New Caledonia,48,7900,8376,48,7190,8383,2018,1
Jan-18,Air Canada,Canada,80,20529,22614,80,17097,22579,2018,1
Jan-18,Air China,China,128,33188,38123,128,25462,38123,2018,1
Jan-18,Air India,India,31,7414,7936,31,6173,7936,2018,1
Jan-18,Air Mauritius,Mauritius,16,4410,4500,16,3740,4500,2018,1
Jan-18,Air New Zealand,Cook Islands,4,1192,1238,4,1034,1237,2018,1
Jan-18,Air New Zealand,New Zealand,736,125083,156849,738,118882,157840,2018,1
Jan-18,Air Niugini,Papua New Guinea,111,6979,14542,111,8540,14727,2018,1
Jan-18,Air Vanuatu,Vanuatu,39,5900,6630,39,4401,6630,2018,1
Jan-18,AirAsia X,Malaysia,235,78699,88595,235,60301,88595,2018,1
Jan-18,AirAsia X,New Zealand,31,9077,11687,31,10158,11687,2018,1
Jan-18,All Nippon Airways,Japan,31,6949,7440,31,6438,7440,2018,1
Jan-18,American Airlines,USA,31,8584,8804,30,7620,8520,2018,1
Jan-18,Asiana Airlines,Korea,31,11880,15345,31,11516,15345,2018,1
Jan-18,Batik Air Indonesia,Indonesia,62,9660,11160,62,5133,11160,2018,1
Jan-18,Beijing Capital Airlines,China,31,5776,6882,31,4118,6882,2018,1
Jan-18,British Airways,UK,31,8640,9207,31,7526,9207,2018,1
Jan-18,Cathay Pacific Airways,Hong Kong (SAR),354,95009,100945,354,72327,100945,2018,1
Jan-18,Cebu Pacific Air,Philippines,31,9714,13516,31,8278,13516,2018,1
Jan-18,China Airlines,New Zealand,42,9024,12894,42,10870,12894,2018,1
Jan-18,China Airlines,Taiwan,101,27163,30642,101,20236,30642,2018,1
Jan-18,China Eastern Airlines,China,207,43647,53598,207,31852,53600,2018,1
Jan-18,China Southern Airlines,China,293,75424,87624,292,61042,87365,2018,1
Jan-18,Delta Air Lines,USA,31,8414,9021,31,7383,9021,2018,1
Jan-18,Emirates,New Zealand,92,42439,45716,93,41757,46206,2018,1
Jan-18,Emirates,United Arab Emirates,385,153694,160787,384,120914,160293,2018,1
Jan-18,Etihad Airways,United Arab Emirates,186,65169,68665,186,52816,68665,2018,1
Jan-18,Eva Air,Taiwan,22,5131,5544,22,3977,5544,2018,1
Jan-18,Federal Express Corporation,China,0,0,0,26,0,0,2018,1
Jan-18,Federal Express Corporation,USA,26,0,0,0,0,0,2018,1
Jan-18,Fiji Airways,Fiji,160,27392,29951,160,22761,30050,2018,1
Jan-18,Garuda Indonesia,Indonesia,153,32394,36504,153,25501,36504,2018,1
Jan-18,Hainan Airlines,China,54,10404,13813,54,6322,13855,2018,1
Jan-18,Hawaiian Airlines,USA,46,11989,12742,46,10416,12742,2018,1
Jan-18,Hong Kong Airlines,Hong Kong (SAR),23,5035,6716,22,3164,6424,2018,1
Jan-18,Indonesia AirAsia,Indonesia,111,16021,19980,111,12516,19980,2018,1
Jan-18,Japan Airlines,Japan,61,10897,11351,61,10142,11317,2018,1
Jan-18,Jetstar,China,8,1732,2680,8,1393,2680,2018,1
Jan-18,Jetstar,Fiji,18,3142,3252,18,2853,3252,2018,1
Jan-18,Jetstar,Indonesia,274,57634,63306,274,53217,63306,2018,1
Jan-18,Jetstar,Japan,89,26001,29815,89,22977,29815,2018,1
Jan-18,Jetstar,New Zealand,273,43825,49206,275,44159,49566,2018,1
Jan-18,Jetstar,Singapore,48,10421,11275,49,9687,11610,2018,1
Jan-18,Jetstar,Thailand,44,13387,14740,44,12669,14740,2018,1
Jan-18,Jetstar,USA,44,13797,14740,44,12297,14740,2018,1
Jan-18,Jetstar,Vietnam,31,9077,10385,31,9176,10385,2018,1
Jan-18,Jetstar Asia,Singapore,52,8159,9360,52,7452,9360,2018,1
Jan-18,Jin Air,Korea,9,2561,3519,9,2252,3519,2018,1
Jan-18,Korean Air,Korea,62,19213,20863,62,16600,20863,2018,1
Jan-18,LATAM Airlines,Chile,43,8740,12900,42,8724,12600,2018,1
Jan-18,Malaysia Airlines,Malaysia,181,42518,48754,177,32794,48276,2018,1
Jan-18,Malindo Air,Malaysia,83,11917,13590,83,8279,13590,2018,1
Jan-18,Nauru Airlines,Nauru,24,796,2304,24,1174,2304,2018,1
Jan-18,Pacific Air Express,Papua New Guinea,0,0,0,5,0,0,2018,1
Jan-18,Pacific Air Express,Solomon Islands,2,0,0,2,0,0,2018,1
Jan-18,Philippine Airlines,Philippines,61,15402,16936,61,12327,16936,2018,1
Jan-18,Polar Air Cargo,China,0,0,0,8,0,0,2018,1
Jan-18,Polar Air Cargo,Japan,13,0,0,4,0,0,2018,1
Jan-18,Polar Air Cargo,Taiwan,0,0,0,5,0,0,2018,1
Jan-18,Polar Air Cargo,USA,4,0,0,0,0,0,2018,1
Jan-18,Qantas Airways,Canada,13,4351,4705,13,3712,4723,2018,1
Jan-18,Qantas Airways,Chile,22,7586,7708,22,7263,7615,2018,1
Jan-18,Qantas Airways,China,62,13405,16641,62,10800,16657,2018,1
Jan-18,Qantas Airways,Hong Kong (SAR),128,38416,42863,128,31006,42863,2018,1
Jan-18,Qantas Airways,Indonesia,53,9220,10840,53,7725,10450,2018,1
Jan-18,Qantas Airways,Japan,106,29921,33152,106,28431,33162,2018,1
Jan-18,Qantas Airways,New Caledonia,17,2851,2958,17,2469,2958,2018,1
Jan-18,Qantas Airways,New Zealand,569,93376,101640,570,89145,102229,2018,1
Jan-18,Qantas Airways,Papua New Guinea,31,2786,5270,31,2411,5270,2018,1
Jan-18,Qantas Airways,Philippines,26,6317,6785,26,5928,6785,2018,1
Jan-18,Qantas Airways,Singapore,199,42900,47475,199,39082,47346,2018,1
Jan-18,Qantas Airways,South Africa,30,9903,10920,30,9592,10919,2018,1
Jan-18,Qantas Airways,Thailand,31,8545,9018,34,8066,9018,2018,1
Jan-18,Qantas Airways,UK,61,28215,29525,61,24756,29522,2018,1
Jan-18,Qantas Airways,USA,225,72879,78708,223,62976,82446,2018,1
Jan-18,Qatar Airways,Qatar,124,48096,51925,124,43253,51925,2018,1
Jan-18,Royal Brunei Airlines,Brunei,31,6924,7874,31,6296,7874,2018,1
Jan-18,Scoot Tigerair,Singapore,103,35386,37197,104,31398,37572,2018,1
Jan-18,Sichuan Airlines,China,22,5106,6278,22,3879,6278,2018,1
Jan-18,Silk Air,Singapore,49,7132,7764,49,4672,7764,2018,1
Jan-18,Singapore Airlines,New Zealand,24,4212,4788,27,3222,4522,2018,1
Jan-18,Singapore Airlines,Singapore,619,160788,170071,616,134166,170452,2018,1
Jan-18,Solomon Airlines,Solomon Islands,17,1385,2312,18,1333,2448,2018,1
Jan-18,South African Airways,South Africa,31,7002,8087,31,6583,8087,2018,1
Jan-18,SriLankan Airlines,Sri Lanka,31,7913,8277,31,6501,8277,2018,1
Jan-18,Tasman Cargo Airlines,New Zealand,21,0,0,21,0,0,2018,1
Jan-18,Thai Airways International,Thailand,172,48751,53034,173,41926,53409,2018,1
Jan-18,Tianjin Airlines,China,14,3051,3640,14,2083,3640,2018,1
Jan-18,United Airlines,USA,106,23671,26712,103,20201,25956,2018,1
Jan-18,United Parcel Service,China,0,0,0,8,0,0,2018,1
Jan-18,United Parcel Service,Korea,0,0,0,14,0,0,2018,1
Jan-18,United Parcel Service,Singapore,0,0,0,3,0,0,2018,1
Jan-18,United Parcel Service,USA,28,0,0,0,0,0,2018,1
Jan-18,Vietnam Airlines,Vietnam,76,16558,20824,76,16493,20824,2018,1
Jan-18,Virgin Australia,Fiji,91,15273,16544,91,11739,16544,2018,1
Jan-18,Virgin Australia,Hong Kong (SAR),31,7562,8525,31,5642,8525,2018,1
Jan-18,Virgin Australia,Indonesia,86,11822,15136,86,10471,15136,2018,1
Jan-18,Virgin Australia,New Zealand,426,57607,74760,425,54376,74578,2018,1
Jan-18,Virgin Australia,Papua New Guinea,26,1281,4570,26,1707,4570,2018,1
Jan-18,Virgin Australia,Solomon Islands,9,702,1584,9,610,1584,2018,1
Jan-18,Virgin Australia,Tonga,9,1294,1584,10,1127,1760,2018,1
Jan-18,Virgin Australia,USA,80,23481,27120,79,19577,26781,2018,1
Jan-18,Virgin Australia,Vanuatu,18,2865,3168,18,2317,3168,2018,1
Jan-18,Virgin Australia,Western Samoa,15,2025,2634,15,1802,2634,2018,1
Jan-18,Xiamen Airlines,China,53,10422,12536,53,8183,12536,2018,1
Feb-18,Air Caledonie International,New Caledonia,40,3988,6998,40,6106,6880,2018,2
Feb-18,Air Canada,Canada,57,14342,15791,57,10911,15838,2018,2
Feb-18,Air China,China,116,28081,32304,116,25942,32304,2018,2
Feb-18,Air India,India,28,6806,7168,28,5841,7168,2018,2
Feb-18,Air Mauritius,Mauritius,8,2137,2296,8,1521,2296,2018,2
Feb-18,Air New Zealand,Cook Islands,4,798,1248,4,764,1246,2018,2
Feb-18,Air New Zealand,New Zealand,579,104109,127270,577,106533,127170,2018,2
Feb-18,Air Niugini,Papua New Guinea,92,5990,12575,93,5995,12531,2018,2
Feb-18,Air Vanuatu,Vanuatu,27,2460,4590,27,2528,4590,2018,2
Feb-18,AirAsia X,Malaysia,158,55733,59566,159,44122,59943,2018,2
Feb-18,AirAsia X,New Zealand,28,6655,10556,28,8471,10556,2018,2
Feb-18,All Nippon Airways,Japan,28,6367,6720,28,5640,6720,2018,2
Feb-18,American Airlines,USA,28,7560,7952,28,6854,7952,2018,2
Feb-18,Asiana Airlines,Korea,28,6243,8484,28,6210,8484,2018,2
Feb-18,Batik Air Indonesia,Indonesia,40,3352,7200,40,1729,7200,2018,2
Feb-18,Beijing Capital Airlines,China,28,5454,6216,28,4935,6216,2018,2
Feb-18,British Airways,UK,28,7708,8316,28,6587,8316,2018,2
Feb-18,Cathay Pacific Airways,Hong Kong (SAR),319,84318,91500,318,66034,91220,2018,2
Feb-18,Cebu Pacific Air,Philippines,20,6992,8720,20,5236,8720,2018,2
Feb-18,China Airlines,New Zealand,40,8330,12196,40,9454,12196,2018,2
Feb-18,China Airlines,Taiwan,94,21495,28524,93,22099,28218,2018,2
Feb-18,China Eastern Airlines,China,198,45129,52752,198,39529,52752,2018,2
Feb-18,China Southern Airlines,China,267,69815,79728,267,65224,79728,2018,2
Feb-18,Delta Air Lines,USA,26,6948,7566,26,6031,7566,2018,2
Feb-18,Emirates,New Zealand,84,31989,41787,84,36496,41787,2018,2
Feb-18,Emirates,United Arab Emirates,348,126418,143838,347,86766,143352,2018,2
Feb-18,Etihad Airways,United Arab Emirates,168,50474,62020,168,40345,62020,2018,2
Feb-18,Eva Air,Taiwan,16,3658,4032,16,3470,4032,2018,2
Feb-18,Federal Express Corporation,China,0,0,0,24,0,0,2018,2
Feb-18,Federal Express Corporation,USA,24,0,0,0,0,0,2018,2
Feb-18,Fiji Airways,Fiji,104,14886,19152,104,14008,19204,2018,2
Feb-18,Garuda Indonesia,Indonesia,122,22746,29030,122,18563,29030,2018,2
Feb-18,Hainan Airlines,China,55,11836,14351,56,10125,14565,2018,2
Feb-18,Hawaiian Airlines,USA,35,7639,9695,35,6571,9695,2018,2
Feb-18,Hong Kong Airlines,Hong Kong (SAR),23,4560,6716,23,4566,6716,2018,2
Feb-18,Indonesia AirAsia,Indonesia,84,11195,15120,84,9136,15120,2018,2
Feb-18,Japan Airlines,Japan,56,9706,10070,56,9300,10104,2018,2
Feb-18,Jetstar,China,8,1964,2680,8,1533,2680,2018,2
Feb-18,Jetstar,Fiji,13,1958,2340,13,1511,2340,2018,2
Feb-18,Jetstar,Indonesia,231,52561,57754,233,51242,58275,2018,2
Feb-18,Jetstar,Japan,76,23736,25460,76,19813,25460,2018,2
Feb-18,Jetstar,New Zealand,220,34121,39636,220,35055,39642,2018,2
Feb-18,Jetstar,Singapore,44,9540,10406,43,8337,10071,2018,2
Feb-18,Jetstar,Thailand,36,11174,12060,36,10467,12060,2018,2
Feb-18,Jetstar,USA,31,9451,10385,32,8735,10720,2018,2
Feb-18,Jetstar,Vietnam,20,6135,6700,20,5715,6700,2018,2
Feb-18,Jetstar Asia,Singapore,51,7905,9180,51,7067,9180,2018,2
Feb-18,Korean Air,Korea,56,15397,18844,56,13868,18844,2018,2
Feb-18,LATAM Airlines,Chile,40,8790,12000,40,8551,12000,2018,2
Feb-18,Malaysia Airlines,Malaysia,163,39123,45542,164,30642,45542,2018,2
Feb-18,Malindo Air,Malaysia,68,9026,11016,68,6210,11016,2018,2
Feb-18,Nauru Airlines,Nauru,16,925,2048,17,480,1920,2018,2
Feb-18,Pacific Air Express,Papua New Guinea,3,0,0,3,0,0,2018,2
Feb-18,Pacific Air Express,Solomon Islands,0,0,0,2,0,0,2018,2
Feb-18,Philippine Airlines,Philippines,56,13434,14856,56,10288,14856,2018,2
Feb-18,Polar Air Cargo,China,0,0,0,7,0,0,2018,2
Feb-18,Polar Air Cargo,Japan,12,0,0,4,0,0,2018,2
Feb-18,Polar Air Cargo,Korea,0,0,0,1,0,0,2018,2
Feb-18,Polar Air Cargo,Taiwan,0,0,0,5,0,0,2018,2
Feb-18,Polar Air Cargo,USA,4,0,0,0,0,0,2018,2
Feb-18,Qantas Airways,Chile,16,5334,5561,16,5302,5551,2018,2
Feb-18,Qantas Airways,China,56,13160,15340,56,11908,15280,2018,2
Feb-18,Qantas Airways,Hong Kong (SAR),113,33721,38605,113,28312,38609,2018,2
Feb-18,Qantas Airways,Indonesia,45,7887,8995,45,6156,8687,2018,2
Feb-18,Qantas Airways,Japan,96,28190,30116,96,26063,30132,2018,2
Feb-18,Qantas Airways,Macau (SAR),1,0,0,1,0,0,2018,2
Feb-18,Qantas Airways,New Caledonia,16,1986,2784,16,2516,2784,2018,2
Feb-18,Qantas Airways,New Zealand,482,72151,84562,482,75010,84738,2018,2
Feb-18,Qantas Airways,Papua New Guinea,28,3015,4760,28,2745,4760,2018,2
Feb-18,Qantas Airways,Philippines,21,5277,5652,21,4880,5651,2018,2
Feb-18,Qantas Airways,Singapore,165,37422,40245,165,32585,40006,2018,2
Feb-18,Qantas Airways,South Africa,24,8013,8723,24,6777,8725,2018,2
Feb-18,Qantas Airways,Thailand,28,7143,7747,28,7013,7756,2018,2
Feb-18,Qantas Airways,UK,54,22961,26132,54,20545,26134,2018,2
Feb-18,Qantas Airways,USA,186,55547,62303,185,45469,65851,2018,2
Feb-18,Qatar Airways,Qatar,129,40257,52986,129,36341,52986,2018,2
Feb-18,Royal Brunei Airlines,Brunei,28,6544,7112,28,4450,7112,2018,2
Feb-18,Scoot Tigerair,Singapore,92,30429,31836,92,24694,31836,2018,2
Feb-18,Sichuan Airlines,China,20,4928,5728,20,4592,5728,2018,2
Feb-18,Silk Air,Singapore,40,4541,6270,40,3653,6270,2018,2
Feb-18,Singapore Airlines,New Zealand,22,2950,4256,24,3277,4256,2018,2
Feb-18,Singapore Airlines,Singapore,541,135182,145923,539,109261,146194,2018,2
Feb-18,Solomon Airlines,Solomon Islands,16,1174,2176,16,946,2176,2018,2
Feb-18,South African Airways,South Africa,25,4140,6327,25,4291,6327,2018,2
Feb-18,SriLankan Airlines,Sri Lanka,28,7010,7476,28,4866,7476,2018,2
Feb-18,Tasman Cargo Airlines,New Zealand,20,0,0,20,0,0,2018,2
Feb-18,Thai Airways International,Thailand,156,43075,48616,156,36337,48616,2018,2
Feb-18,Tianjin Airlines,China,20,4367,5200,20,4257,5200,2018,2
Feb-18,United Airlines,USA,112,21021,28224,112,19272,28224,2018,2
Feb-18,United Parcel Service,China,0,0,0,8,0,0,2018,2
Feb-18,United Parcel Service,Korea,0,0,0,10,0,0,2018,2
Feb-18,United Parcel Service,Singapore,0,0,0,4,0,0,2018,2
Feb-18,United Parcel Service,Taiwan,0,0,0,1,0,0,2018,2
Feb-18,United Parcel Service,USA,24,0,0,0,0,0,2018,2
Feb-18,Vietnam Airlines,Vietnam,68,16450,18632,68,16044,18632,2018,2
Feb-18,Virgin Australia,Fiji,60,7486,10542,60,7795,10542,2018,2
Feb-18,Virgin Australia,Hong Kong (SAR),28,6699,7700,28,5304,7700,2018,2
Feb-18,Virgin Australia,Indonesia,78,9604,13728,78,10359,13728,2018,2
Feb-18,Virgin Australia,New Zealand,335,47202,58810,336,47699,58986,2018,2
Feb-18,Virgin Australia,Papua New Guinea,20,1241,3520,20,1242,3520,2018,2
Feb-18,Virgin Australia,Solomon Islands,8,504,1408,8,516,1408,2018,2
Feb-18,Virgin Australia,Tonga,7,833,1232,6,573,1056,2018,2
Feb-18,Virgin Australia,USA,60,14342,20340,60,11974,20340,2018,2
Feb-18,Virgin Australia,Vanuatu,12,1359,2106,12,1316,2106,2018,2
Feb-18,Virgin Australia,Western Samoa,8,957,1408,8,834,1408,2018,2
Feb-18,Xiamen Airlines,China,48,9880,11658,48,8843,11658,2018,2
Mar-18,Air Caledonie International,New Caledonia,33,4179,6031,34,4971,6191,2018,3
Mar-18,Air Canada,Canada,62,14026,17645,62,14595,17643,2018,3
Mar-18,Air China,China,112,22179,30813,112,22099,30813,2018,3
Mar-18,Air India,India,32,7574,8192,32,6824,8192,2018,3
Mar-18,Air Mauritius,Mauritius,8,1831,2269,8,2016,2269,2018,3
Mar-18,Air New Zealand,Cook Islands,5,939,1547,5,1281,1548,2018,3
Mar-18,Air New Zealand,New Zealand,649,125549,142690,645,116648,142077,2018,3
Mar-18,Air Niugini,Papua New Guinea,98,7556,13303,98,6794,13272,2018,3
Mar-18,Air Vanuatu,Vanuatu,33,3208,5610,33,3555,5610,2018,3
Mar-18,AirAsia X,Malaysia,175,52484,65975,175,49557,65975,2018,3
Mar-18,AirAsia X,New Zealand,31,8983,11687,31,9660,11687,2018,3
Mar-18,All Nippon Airways,Japan,31,5924,7440,31,6707,7440,2018,3
Mar-18,American Airlines,USA,31,7301,8804,31,8282,8804,2018,3
Mar-18,Asiana Airlines,Korea,31,7124,9393,31,6829,9393,2018,3
Mar-18,Batik Air Indonesia,Indonesia,41,2540,7380,41,3328,7380,2018,3
Mar-18,Beijing Capital Airlines,China,25,3850,5550,25,4368,5550,2018,3
Mar-18,British Airways,UK,31,6796,9207,31,7773,9207,2018,3
Mar-18,Cathay Pacific Airways,Hong Kong (SAR),347,75644,99672,345,81009,99612,2018,3
Mar-18,Cebu Pacific Air,Philippines,23,8108,10028,22,6422,9592,2018,3
Mar-18,China Airlines,New Zealand,27,7057,8283,27,6486,8283,2018,3
Mar-18,China Airlines,Taiwan,81,16058,24618,81,20154,24618,2018,3
Mar-18,China Eastern Airlines,China,177,33745,42228,177,30890,42228,2018,3
Mar-18,China Southern Airlines,China,217,50386,59244,218,50804,59503,2018,3
Mar-18,Delta Air Lines,USA,30,7148,8730,30,7586,8730,2018,3
Mar-18,Emirates,New Zealand,78,37004,38881,79,30833,39393,2018,3
Mar-18,Emirates,United Arab Emirates,390,105065,161440,389,121410,160916,2018,3
Mar-18,Etihad Airways,United Arab Emirates,186,41871,68329,186,51400,68329,2018,3
Mar-18,Eva Air,Taiwan,18,3840,4536,18,3947,4536,2018,3
Mar-18,Federal Express Corporation,China,0,0,0,26,0,0,2018,3
Mar-18,Federal Express Corporation,USA,26,0,0,0,0,0,2018,3
Mar-18,Fiji Airways,Fiji,131,17305,24642,131,19106,24697,2018,3
Mar-18,Garuda Indonesia,Indonesia,144,21686,34511,144,25490,34475,2018,3
Mar-18,Hainan Airlines,China,60,9966,15486,61,9488,15778,2018,3
Mar-18,Hawaiian Airlines,USA,44,8217,12188,44,9992,12188,2018,3
Mar-18,Hong Kong Airlines,Hong Kong (SAR),19,2643,5548,18,2971,5256,2018,3
Mar-18,Indonesia AirAsia,Indonesia,93,11703,16740,93,12178,16740,2018,3
Mar-18,Japan Airlines,Japan,62,8463,11036,62,10702,11036,2018,3
Mar-18,Jetstar,China,8,1103,2680,9,1469,3015,2018,3
Mar-18,Jetstar,Fiji,14,1989,2544,14,1917,2544,2018,3
Mar-18,Jetstar,Indonesia,250,56305,63159,249,57406,62973,2018,3
Mar-18,Jetstar,Japan,86,24481,28810,86,24903,28810,2018,3
Mar-18,Jetstar,New Zealand,237,37735,42924,239,37627,43290,2018,3
Mar-18,Jetstar,Singapore,43,8369,9755,42,7929,9420,2018,3
Mar-18,Jetstar,Thailand,39,11650,13065,39,11521,13065,2018,3
Mar-18,Jetstar,USA,34,9558,11390,34,9766,11390,2018,3
Mar-18,Jetstar,Vietnam,25,7408,8375,24,6474,8040,2018,3
Mar-18,Jetstar Asia,Singapore,44,6650,7920,45,6719,8100,2018,3
Mar-18,Korean Air,Korea,53,12420,17588,53,14766,17588,2018,3
Mar-18,LATAM Airlines,Chile,45,9542,13500,44,9302,13200,2018,3
Mar-18,Malaysia Airlines,Malaysia,190,34416,48138,187,32247,47558,2018,3
Mar-18,Malindo Air,Malaysia,83,9252,13500,83,8273,13500,2018,3
Mar-18,Nauru Airlines,Nauru,15,717,1536,15,533,1536,2018,3
Mar-18,Pacific Air Express,Papua New Guinea,6,0,0,6,0,0,2018,3
Mar-18,Pacific Air Express,Solomon Islands,3,0,0,3,0,0,2018,3
Mar-18,Philippine Airlines,Philippines,55,11527,14590,55,10406,14590,2018,3
Mar-18,Polar Air Cargo,China,0,0,0,9,0,0,2018,3
Mar-18,Polar Air Cargo,Japan,14,0,0,6,0,0,2018,3
Mar-18,Polar Air Cargo,Taiwan,0,0,0,4,0,0,2018,3
